Entity,Code,Year,Total alcohol consumption per capita,"GDP per capita, PPP",Population
Suriname,SUR,2018.0,5.33,19005.6543464151,575987.0
Sweden,SWE,2018.0,8.93,52349.2924275599,9971630.0
Switzerland,CHE,2018.0,11.53,70663.4875973954,8525614.0
Tajikistan,TJK,2018.0,3.28,3415.32233593608,9100847.0
Tanzania,TZA,2018.0,11.27,2590.20113826159,56313444.0
Thailand,THA,2018.0,8.3,18095.7365704368,69428454.0
Timor,TLS,2018.0,2.17,3051.66811727864,1267975.0
Togo,TGO,2018.0,2.46,2061.33417572853,7889095.0
Tonga,TON,2018.0,0.8,6411.28936778647,103199.0
Trinidad and Tobago,TTO,2018.0,6.72,26250.3722429394,1389841.0
Tunisia,TUN,2018.0,2.12,10763.7297838206,11565203.0
Turkey,TUR,2018.0,2.05,28312.6834243604,82340090.0
Turkmenistan,TKM,2018.0,4.93,14845.3446497287,5850902.0
Tuvalu,TUV,2018.0,1.52,3945.56367272662,11505.0
Uganda,UGA,2018.0,15.09,2121.96781993514,42729032.0
Ukraine,UKR,2018.0,8.32,12338.0024454764,44246158.0
United Arab Emirates,ARE,2018.0,3.9,66968.2211775042,9630966.0
United Kingdom,GBR,2018.0,11.45,46037.9005384222,67141678.0
United States,USA,2018.0,9.87,61585.7560382102,327096263.0
Upper middle income,,2018.0,6.96359180352477,16893.6855494372,
Uruguay,URY,2018.0,6.92,23035.0833880454,3449290.0
Uzbekistan,UZB,2018.0,2.59,6755.48097366685,32476232.0
Vanuatu,VUT,2018.0,2.25,3093.46154723291,292675.0
Vietnam,VNM,2018.0,8.66,7585.94315504036,95545959.0
World,OWID_WRL,2018.0,6.18140363000971,16636.8480109565,7631091110.0
Zambia,ZMB,2018.0,6.54,3521.5420629895,17351714.0
Zimbabwe,ZWE,2018.0,4.67,3341.66541766316,14438812.0
